,user_id,result
85,86,"[1133018, 866227, 951590, 995242, 1106523]"
86,87,"[1044078, 916122, 844179, 923746, 908531]"
87,88,"[1098066, 826249, 8090521, 908531, 883404]"
88,89,"[859075, 844179, 5569230, 1098066, 833025]"
89,90,"[951590, 1044078, 844179, 908531, 1070820]"
90,91,"[1065593, 840361, 859075, 916122, 1029743]"
91,92,"[1126899, 1058997, 923746, 849843, 938700]"
92,93,"[1058997, 855557, 824073, 1007082, 1092945]"
93,94,"[1065593, 908531, 1070820, 1133018, 951590]"
94,95,"[1098066, 923746, 916122, 849843, 908531]"
95,96,"[5569230, 923746, 899624, 1106523, 1029743]"
96,97,"[826249, 951590, 840361, 1096036, 908531]"
97,98,"[938700, 1065593, 862349, 849843, 916767]"
98,99,"[908531, 995242, 909894, 1038217, 883404]"
99,100,"[908531, 826249, 849843, 916122, 922907]"
100,101,"[866227, 859075, 1133018, 951590, 909894]"
101,102,"[883404, 1133018, 995242, 1106523, 916122]"
102,103,"[1098066, 826249, 5569471, 9526410, 883404]"
103,104,"[965766, 909894, 995242, 908531, 840361]"
104,105,"[1080414, 9526410, 826249, 965766, 995242]"
105,106,"[1106523, 1029743, 995242, 1044078, 849843]"
106,107,"[1106523, 916122, 1133018, 951590, 5569230]"
107,108,"[908531, 849843, 862349, 1070820, 923746]"
108,109,"[859075, 840361, 1126899, 1058997, 849843]"
109,110,"[826249, 1098066, 859075, 951590, 1106523]"
110,111,"[826249, 1106523, 1133018, 899624, 833025]"
111,112,"[1070820, 5569471, 1053690, 5568378, 12673354]"
112,113,"[1098066, 862349, 987562, 840361, 1070820]"
113,114,"[826249, 844179, 883404, 916122, 995242]"
114,115,"[1098066, 1029743, 883404, 908531, 1106523]"
115,116,"[5569230, 1065593, 1098066, 1071939, 908531]"
116,117,"[951590, 1065593, 826249, 1098066, 909894]"
117,118,"[849843, 995242, 1058997, 883404, 1096036]"
118,119,"[908531, 995242, 1029743, 1068719, 1038217]"
119,120,"[859075, 833025, 1070820, 916122, 844179]"
120,121,"[5568378, 1004906, 859075, 1068719, 995242]"
121,122,"[1080414, 1085604, 5569230, 1053690, 844179]"
122,123,"[826249, 1098066, 1070820, 995242, 938700]"
123,124,"[951590, 923746, 1106523, 859075, 826249]"
124,125,"[859075, 844179, 849843, 883404, 1029743]"
125,126,"[951590, 1029743, 1044078, 1092026, 908531]"
126,127,"[826249, 899624, 1096036, 962229, 916122]"
127,128,"[951590, 5569230, 916122, 1044078, 908531]"
128,129,"[1004906, 1058997, 840361, 1065593, 1133018]"
129,130,"[951590, 840361, 899624, 883404, 849843]"
130,131,"[893018, 1068719, 1096036, 908531, 833025]"
131,132,"[826249, 908531, 1098066, 1096036, 916122]"
132,133,"[5569230, 1098066, 995242, 1133018, 923746]"
133,134,"[5569230, 951590, 859075, 999971, 826249]"
134,135,"[908531, 999971, 862349, 9526410, 5569374]"
135,136,"[5569230, 1106523, 826249, 1133018, 8090521]"
136,137,"[1098066, 826249, 923746, 1126899, 908531]"
137,138,"[1080414, 908531, 909894, 862349, 923746]"
138,139,"[5569230, 909894, 8090521, 8090537, 883404]"
139,140,"[5568378, 1098066, 826249, 908531, 859075]"
140,141,"[916122, 908531, 1106523, 1070820, 862349]"
141,142,"[1065593, 995242, 1058997, 891118, 873627]"
142,143,"[1080414, 1053690, 938700, 5569230, 1098066]"
143,144,"[883404, 1065593, 1098066, 9526410, 849843]"
144,145,"[1053690, 1044078, 1058997, 987562, 965766]"
145,146,"[1068719, 1126899, 1085604, 1106523, 995242]"
146,147,"[883404, 995242, 908531, 1133018, 833025]"
147,148,"[5569230, 951590, 1126899, 995242, 1029743]"
148,149,"[844179, 862349, 899624, 1004906, 9834988]"
149,150,"[951590, 5569230, 883404, 1098066, 908531]"
150,151,"[840361, 1126899, 916122, 995242, 5569230]"
151,152,"[840361, 916122, 892920, 5569374, 843756]"
152,153,"[859075, 916122, 1065593, 938700, 1095100]"
153,154,"[1133018, 995242, 923746, 826249, 1098066]"
154,155,"[859075, 951590, 826249, 995242, 1098066]"
155,156,"[1080414, 908531, 859075, 1085604, 883404]"
156,157,"[909894, 962229, 1126899, 1133018, 840361]"
157,158,"[1070820, 909894, 995242, 1038217, 844179]"
158,159,"[1098066, 826249, 883404, 859075, 1068719]"
159,160,"[826249, 1053690, 999971, 923746, 1068719]"
160,161,"[826249, 1098066, 1065593, 938700, 883404]"
161,162,"[859075, 844179, 1070820, 916122, 1029743]"
162,163,"[826249, 1098066, 923746, 951590, 883404]"
163,164,"[859075, 1068719, 908531, 1092026, 840361]"
164,165,"[840361, 849843, 1070820, 1098066, 862349]"
165,166,"[1133018, 5569230, 1098066, 844179, 1053690]"
166,167,"[826249, 908531, 995242, 5569230, 948384]"
167,168,"[5569230, 916122, 908531, 1044078, 1004906]"
168,169,"[1070820, 1065593, 5569230, 844179, 1044078]"
169,170,"[826249, 1098066, 1065593, 1126899, 866227]"
170,171,"[908531, 859075, 916122, 826249, 1044078]"
171,172,"[1098066, 826249, 1053690, 1004906, 5569230]"
172,173,"[859075, 866227, 1065593, 840361, 5569230]"
173,174,"[5569230, 1004906, 826249, 1133018, 1098066]"
174,175,"[5569230, 840361, 1058997, 1004906, 1106523]"
175,176,"[5569230, 951590, 826249, 1098066, 1044078]"
176,177,"[1080414, 826249, 849843, 1126899, 9526410]"
177,178,"[1092026, 1106523, 8090521, 1085604, 962229]"
178,179,"[951590, 5569230, 1098066, 962229, 1065593]"
179,180,"[5569230, 1106523, 883404, 1029743, 1098066]"
180,181,"[951590, 859075, 844179, 840361, 826249]"
181,182,"[1092026, 1004906, 1133018, 883404, 849843]"
182,183,"[1106523, 883404, 999971, 849843, 1053690]"
183,184,"[923746, 1071939, 987562, 964356, 1056746]"
184,185,"[5569230, 9526410, 1092026, 844165, 1068719]"
185,186,"[1096036, 1065593, 1098066, 908531, 893018]"
186,187,"[951590, 5569230, 908531, 826249, 1098066]"
187,188,"[908531, 826249, 1133018, 1098066, 1106523]"
188,189,"[1098066, 951590, 826249, 1106523, 1096036]"
189,190,"[1053690, 951590, 1029743, 995242, 833025]"
190,191,"[862349, 965766, 918335, 1007191, 925164]"
191,192,"[1080414, 826249, 995242, 5569230, 1029743]"
192,193,"[908531, 844179, 1106523, 840361, 1029743]"
193,194,"[1080414, 1106523, 1133018, 8090521, 962229]"
194,195,"[951590, 916122, 840361, 1096036, 908531]"
195,196,"[938700, 859075, 826249, 883404, 1053690]"
196,197,"[951590, 1126899, 840361, 965766, 892531]"
197,198,"[826249, 938700, 5569230, 883404, 995242]"
198,199,"[1098066, 1058997, 995242, 1106301, 972312]"
199,200,"[1085604, 923746, 5568378, 822677, 935546]"
200,201,"[859075, 5568378, 1133018, 844165, 995242]"
201,202,"[5569230, 1106523, 1029743, 1068719, 923746]"
202,203,"[1065593, 1058997, 849843, 1070820, 5569471]"
203,204,"[9526410, 844179, 849843, 840361, 923746]"
204,205,"[1044078, 5569230, 1053690, 840361, 866227]"
205,206,"[908531, 1044078, 923746, 826249, 1133018]"
206,207,"[840361, 859075, 899624, 833025, 1071939]"
207,208,"[951590, 1070820, 826249, 1098066, 1133018]"
208,209,"[844165, 995242, 923746, 1133018, 1092026]"
209,210,"[5568378, 9526410, 826249, 844179, 1106523]"
210,211,"[844179, 1133018, 951590, 962229, 844165]"
211,212,"[1098066, 866227, 1004906, 951590, 995242]"
212,213,"[965766, 1065593, 951590, 5568378, 1044078]"
213,214,"[862349, 1049897, 925862, 953155, 896444]"
214,215,"[840361, 959985, 1002558, 9527290, 1013641]"
215,216,"[1068719, 866227, 916122, 9526886, 6533936]"
216,217,"[951590, 9526410, 962229, 908531, 995242]"
217,218,"[826249, 1098066, 844179, 995242, 849843]"
218,219,"[826249, 1098066, 951590, 995242, 916122]"
219,220,"[840361, 9526410, 1004906, 1068719, 1071939]"
220,221,"[9526410, 1038217, 883404, 840361, 923746]"
221,222,"[916122, 826249, 995242, 849843, 1058997]"
222,223,"[883404, 859075, 844165, 1133018, 899624]"
223,224,"[1080414, 9526410, 5569230, 908531, 995242]"
224,225,"[1133018, 1053690, 1065593, 1029743, 1004906]"
225,226,"[1065593, 844179, 995242, 840361, 909894]"
226,227,"[908531, 1065593, 9526411, 828557, 860975]"
227,228,"[866227, 1126899, 923746, 1058997, 1110142]"
228,229,"[9526410, 916122, 1004906, 866227, 995242]"
229,230,"[1080414, 883404, 1098066, 1029743, 995242]"
230,231,"[826249, 916122, 908531, 995242, 5568378]"
231,232,"[1080414, 995242, 859075, 1133018, 883404]"
232,233,"[908531, 1065593, 1044078, 1098066, 859075]"
233,234,"[826249, 908531, 840361, 844179, 923746]"
234,235,"[1098066, 908531, 1070820, 840361, 862349]"
235,236,"[826249, 1126899, 916122, 866227, 822677]"
236,237,"[5569230, 883404, 849843, 5569471, 1029743]"
237,238,"[1106523, 844179, 840361, 1044078, 1096036]"
238,239,"[844179, 840361, 826249, 999971, 1044078]"
239,240,"[1044078, 844165, 5568378, 859075, 8090537]"
240,241,"[5569230, 1070820, 5568378, 866227, 1053690]"
241,242,"[844179, 9526410, 826249, 1053690, 859075]"
242,243,"[1126899, 840361, 1058997, 1068719, 1004906]"
243,244,"[883404, 1133018, 1004906, 995242, 840361]"
244,245,"[995242, 923746, 1044078, 859075, 908531]"
245,246,"[951590, 849843, 862349, 1070820, 1044078]"
246,247,"[849843, 1133018, 883404, 866227, 8090537]"
247,248,"[1098066, 840361, 849843, 1126899, 965766]"
248,249,"[938700, 5569230, 844179, 1098066, 965766]"
249,250,"[951590, 995242, 1029743, 908531, 833025]"
250,251,"[9526410, 826249, 1098066, 1070820, 951590]"
251,252,"[5569230, 5569471, 859075, 916122, 1004906]"
252,253,"[1080414, 5568378, 859075, 1098066, 951590]"
253,254,"[1029743, 1106523, 995242, 1085604, 1051069]"
254,255,"[1068719, 951590, 5569230, 1029743, 946839]"
255,256,"[1098066, 962229, 862349, 5568378, 1004906]"
256,257,"[1080414, 5568378, 840361, 1068719, 883404]"
257,258,"[938700, 909894, 1065593, 999971, 1071939]"
258,259,"[1098066, 866227, 8090537, 879755, 949294]"
259,260,"[1070820, 1106523, 862349, 1029743, 962229]"
260,261,"[859075, 1098066, 995242, 951590, 1092026]"
261,262,"[938700, 909894, 908531, 859075, 1071939]"
262,263,"[908531, 9526410, 1098066, 826249, 995242]"
263,264,"[859075, 849843, 987562, 847789, 934427]"
264,265,"[844179, 908531, 923746, 1085604, 987562]"
265,266,"[826249, 916122, 5569471, 1126899, 9526410]"
266,267,"[1070820, 1065593, 844179, 916122, 1044078]"
267,268,"[5569230, 923746, 8090521, 844179, 1085604]"
268,269,"[899624, 1004906, 1068719, 962229, 965766]"
269,270,"[1058997, 1065593, 1106523, 951590, 5569230]"
270,271,"[883404, 908531, 1068719, 923746, 909894]"
271,272,"[1070820, 883404, 5569230, 1004906, 826249]"
272,273,"[859075, 1098066, 5569230, 826249, 1096036]"
273,274,"[5569230, 5568378, 5569471, 844165, 951590]"
274,275,"[826249, 1098066, 883404, 866227, 840361]"
275,276,"[995242, 5569230, 951590, 1029743, 9526410]"
276,277,"[1053690, 844179, 826249, 849843, 1098066]"
277,278,"[1098066, 1092026, 844179, 965766, 826249]"
278,279,"[844179, 1044078, 916122, 826249, 840361]"
279,280,"[883404, 1133018, 899624, 923746, 1044078]"
280,281,"[859075, 908531, 5569230, 995242, 1070820]"
281,282,"[923746, 995242, 849843, 916122, 1029743]"
282,283,"[5568378, 1044078, 862349, 849843, 826249]"
283,284,"[883404, 1098066, 8090521, 826249, 844179]"
284,285,"[938700, 1098066, 1068719, 1029743, 995242]"
285,286,"[1098066, 995242, 5569230, 9526410, 997309]"
286,287,"[1098066, 859075, 840361, 951590, 883404]"
287,288,"[951590, 883404, 826249, 1098066, 1070820]"
288,289,"[1080414, 995242, 1071939, 916050, 1057377]"
289,290,"[1080414, 995242, 962229, 909894, 5568378]"
290,291,"[1080414, 5568378, 1106523, 1133018, 844165]"
291,292,"[8090521, 893018, 951590, 833025, 1038217]"
292,293,"[995242, 1133018, 8090521, 840361, 1004906]"
293,294,"[826249, 866227, 1098066, 840361, 1133018]"
294,295,"[1085604, 951590, 1058997, 908531, 883404]"
295,296,"[1065593, 844179, 859075, 833025, 1098066]"
296,297,"[826249, 1098066, 1085604, 995242, 859075]"
297,298,"[866227, 1106523, 962229, 1065593, 840361]"
298,299,"[1065593, 1096036, 859075, 833025, 893018]"
299,300,"[9526410, 826249, 899624, 962229, 833025]"
300,301,"[995242, 1044078, 1029743, 938700, 962229]"
301,302,"[1080414, 1070820, 9526410, 849843, 918335]"
302,303,"[866227, 909894, 826249, 951590, 5569230]"
303,304,"[826249, 1098066, 923746, 1044078, 995242]"
304,305,"[995242, 844165, 840361, 6463727, 8090532]"
305,306,"[859075, 826249, 840361, 883404, 9526410]"
306,307,"[1096036, 840361, 839849, 916767, 935284]"
307,308,"[5569230, 883404, 1065593, 849843, 1058997]"
308,309,"[995242, 8090521, 8090537, 999714, 5568729]"
309,310,"[5569230, 866227, 951590, 1044078, 1096036]"
310,311,"[1098066, 849843, 1106523, 883404, 844165]"
311,312,"[840361, 866227, 1068719, 1115874, 9705473]"
312,313,"[5569471, 1044078, 951590, 1053690, 1096036]"
313,314,"[1058997, 1106523, 1096036, 883404, 1044078]"
314,315,"[908531, 1070820, 923746, 1098066, 826249]"
315,316,"[1044078, 1058997, 909894, 995242, 5592931]"
316,317,"[951590, 1029743, 1004906, 844179, 8090521]"
317,318,"[1065593, 5569230, 1044078, 833025, 859075]"
318,319,"[938700, 1098066, 840361, 5569230, 1106523]"
319,320,"[883404, 1106523, 1133018, 951590, 1029743]"
320,321,"[908531, 923746, 840361, 1058997, 1126899]"
321,322,"[859075, 5569471, 1058997, 862349, 995242]"
322,323,"[5569230, 5569471, 1085604, 1070820, 866227]"
323,324,"[5569230, 5569471, 1070820, 840361, 862349]"
324,325,"[909894, 951590, 908531, 840361, 883404]"
325,326,"[1070820, 1065593, 923746, 883404, 1085604]"
326,327,"[1065593, 844179, 908531, 1133018, 1098066]"
327,328,"[1070820, 862349, 879045, 1050229, 845774]"
328,329,"[826249, 859075, 1029743, 879755, 995242]"
329,330,"[1098066, 826249, 916122, 1004906, 999971]"
330,331,"[995242, 1106523, 916122, 1029743, 1053690]"
331,332,"[1098066, 5568378, 995242, 1070820, 1058997]"
332,333,"[899624, 1004906, 826249, 1053690, 1068719]"
333,334,"[1080414, 1133018, 908531, 1029743, 909894]"
334,335,"[1044078, 1053690, 844179, 1133018, 1106523]"
335,336,"[5569230, 1065593, 923746, 1004906, 1106523]"
336,337,"[1080414, 849843, 923746, 908531, 1044078]"
337,338,"[1038217, 5592931, 1004906, 1106523, 1133018]"
338,339,"[1080414, 1065593, 923746, 1071939, 833025]"
339,340,"[883404, 1133018, 1068719, 1029743, 995242]"
340,341,"[1106523, 995242, 1029743, 916122, 1076056]"
341,342,"[1080414, 899624, 844179, 883404, 1029743]"
342,343,"[5569230, 1092026, 995242, 9526410, 844165]"
343,344,"[826249, 995242, 883404, 1004906, 866227]"
344,345,"[1080414, 883404, 840361, 995242, 1029743]"
345,346,"[859075, 1098066, 826249, 844179, 951590]"
346,347,"[908531, 826249, 1098066, 1070820, 849843]"
347,348,"[899624, 859075, 1068719, 883404, 5592931]"
348,349,"[908531, 1096036, 859075, 916122, 1068719]"
349,350,"[1106523, 916122, 951590, 1044078, 1085604]"
350,351,"[951590, 840361, 844165, 908531, 1044078]"
351,352,"[1065593, 1004906, 1096036, 844179, 5569230]"
352,353,"[1098066, 899624, 923746, 9365106, 896369]"
353,354,"[1080414, 859075, 951590, 826249, 1098066]"
354,355,"[826249, 1070820, 908531, 840361, 916122]"
355,356,"[908531, 1098066, 826249, 883404, 840361]"
356,357,"[999971, 1126899, 1058997, 1044078, 840361]"
357,358,"[1098066, 1106523, 916122, 844179, 5569230]"
358,359,"[1044078, 951590, 908531, 5569230, 1133018]"
359,360,"[866227, 995242, 1065593, 1085604, 5568378]"
360,361,"[826249, 1098066, 883404, 5569230, 1096036]"
361,362,"[866227, 999971, 923746, 849843, 1055863]"
362,363,"[1085604, 1070820, 951590, 833025, 1096036]"
363,364,"[826249, 883404, 899624, 8090537, 866227]"
364,365,"[1133018, 951590, 1029743, 1106523, 8090532]"
365,366,"[1065593, 1133018, 883404, 1106523, 1044078]"
366,367,"[5568378, 1070820, 5569471, 862349, 839849]"
367,368,"[908531, 899624, 826249, 866227, 951590]"
368,369,"[916122, 1044078, 883404, 899624, 965766]"
369,370,"[951590, 844179, 938700, 1044078, 840361]"
370,371,"[995242, 1029743, 1096036, 962229, 840361]"
371,372,"[962229, 1029743, 1059902, 9527290, 1051069]"
372,373,"[1065593, 5569230, 1004906, 951590, 908531]"
373,374,"[1098066, 910032, 1070820, 923746, 844179]"
374,375,"[1070820, 826249, 1098066, 859075, 883404]"
375,376,"[844179, 883404, 965766, 938700, 1133018]"
376,377,"[909894, 1126899, 1098066, 859075, 1029743]"
377,378,"[1133018, 844179, 1096036, 866227, 9526410]"
378,379,"[1044078, 1096036, 951590, 1098066, 8090537]"
379,380,"[938700, 826249, 5569230, 951590, 1098066]"
380,381,"[909894, 1098066, 859075, 995242, 893018]"
381,382,"[1044078, 1098066, 849843, 916122, 840361]"
382,383,"[1098066, 840361, 1126899, 1058997, 987562]"
383,384,"[883404, 1098066, 826249, 849843, 1058997]"
384,385,"[826249, 1044078, 1126899, 859075, 883404]"
385,386,"[938700, 859075, 1098066, 826249, 995242]"
386,387,"[923746, 1058997, 1098066, 1126899, 844165]"
387,388,"[826249, 859075, 995242, 1029743, 849843]"
388,389,"[859075, 1126899, 1058997, 1049897, 916122]"
389,390,"[826249, 1098066, 951590, 1053690, 866227]"
390,391,"[1080414, 908531, 826249, 844179, 1029743]"
391,392,"[1053690, 5569230, 1106523, 1133018, 916122]"
392,393,"[883404, 995242, 859075, 1029743, 1068719]"
393,394,"[859075, 1133018, 1029743, 938700, 918368]"
394,395,"[1080414, 5569230, 1098066, 995242, 1029743]"
395,396,"[5569230, 909894, 5569471, 1126899, 1010424]"
396,397,"[859075, 840361, 883404, 866227, 1029743]"
397,398,"[8090521, 1085604, 9526410, 909894, 908531]"
398,399,"[1133018, 916122, 5569230, 951590, 965766]"
399,400,"[1044078, 844179, 1098066, 938700, 826249]"
400,401,"[9526410, 1098066, 995242, 951590, 1065593]"
401,402,"[844179, 859075, 840361, 916122, 1029743]"
402,403,"[951590, 995242, 849843, 1098066, 840361]"
403,404,"[859075, 995242, 1004906, 888275, 930917]"
404,405,"[1044078, 951590, 826249, 1029743, 849843]"
405,406,"[1133018, 1070820, 1058997, 995242, 1126899]"
406,407,"[883404, 1133018, 995242, 866227, 908531]"
407,408,"[1106523, 849843, 1029743, 5569230, 1065593]"
408,409,"[1070820, 862349, 916122, 844179, 8090532]"
409,410,"[866227, 826249, 908531, 1098066, 909894]"
410,411,"[1133018, 1098066, 826249, 965766, 1106523]"
411,412,"[866227, 1098066, 1133018, 849843, 995242]"
412,413,"[883404, 840361, 849843, 923746, 5569230]"
413,414,"[1098066, 826249, 1106523, 908531, 8090521]"
414,415,"[1070820, 1098066, 908531, 1065593, 866227]"
415,416,"[923746, 826249, 1098066, 1126899, 840361]"
416,417,"[1098066, 909894, 9526410, 965766, 1071939]"
417,418,"[1029743, 951590, 1058997, 896369, 12385477]"
418,419,"[995242, 859075, 908531, 1029743, 962229]"
419,420,"[1004906, 916122, 938700, 951590, 995242]"
420,421,"[840361, 923746, 859075, 849843, 1004906]"
421,422,"[844165, 883404, 951590, 849843, 866227]"
422,423,"[1098066, 5569230, 844165, 1053690, 1058997]"
423,424,"[995242, 883404, 1044078, 1004906, 9526410]"
424,425,"[5568378, 883404, 1133018, 849843, 1106523]"
425,426,"[840361, 859075, 826249, 1070820, 908531]"
426,427,"[1070820, 1133018, 849843, 916122, 883404]"
427,428,"[1098066, 826249, 909894, 908531, 1004906]"
428,429,"[1098066, 866227, 995242, 1029743, 833025]"
429,430,"[908531, 1068719, 1096036, 893018, 1053690]"
430,431,"[951590, 1070820, 1058997, 862349, 5569230]"
431,432,"[826249, 859075, 995242, 938700, 909894]"
432,433,"[1106523, 923746, 866227, 1068719, 951590]"
433,434,"[5568378, 1068719, 1044078, 1065593, 951590]"
434,435,"[1098066, 866227, 1096036, 883404, 908531]"
435,436,"[826249, 840361, 951590, 1004906, 995242]"
436,437,"[995242, 951590, 1029743, 1068719, 1106523]"
437,438,"[951590, 840361, 826249, 1070820, 909894]"
438,439,"[844179, 1106523, 883404, 1133018, 1029743]"
439,440,"[5569230, 951590, 5569471, 916122, 1004906]"
440,441,"[1013321, 973861, 1135573, 866950, 1013572]"
441,442,"[1085604, 987562, 1126899, 879755, 1058997]"
442,443,"[5569230, 1071939, 862349, 923746, 1106523]"
443,444,"[883404, 1098066, 1106523, 833025, 1085604]"
444,445,"[866227, 908531, 8090521, 1070820, 1126899]"
445,446,"[951590, 1098066, 1004906, 908531, 844179]"
446,447,"[999971, 1053690, 883404, 908531, 1096036]"
447,448,"[908531, 1098066, 1070820, 1065593, 849843]"
448,449,"[951590, 1053690, 849843, 883404, 1029743]"
449,450,"[1053690, 844179, 1029743, 883404, 995242]"
450,451,"[826249, 883404, 1044078, 840361, 1070820]"
451,452,"[844165, 1098066, 1092026, 908531, 844179]"
452,453,"[908531, 1053690, 899624, 1029743, 1068719]"
453,454,"[999971, 826249, 909894, 883404, 908531]"
454,455,"[5569230, 862349, 923746, 951590, 1029743]"
455,456,"[826249, 883404, 1098066, 862349, 840361]"
456,457,"[909894, 1029743, 883404, 995242, 910032]"
457,458,"[883404, 859075, 840361, 1126899, 833025]"
458,459,"[1044078, 1098066, 844165, 879755, 935126]"
459,460,"[840361, 995242, 1106523, 1058997, 1096036]"
460,461,"[883404, 844179, 916122, 1004906, 1029743]"
461,462,"[908531, 951590, 862349, 866227, 995242]"
462,463,"[1053690, 1133018, 5569230, 866227, 1029743]"
463,464,"[840361, 923746, 995242, 849843, 844179]"
464,465,"[859075, 1004906, 883404, 844179, 1029743]"
465,466,"[1085604, 1029743, 883404, 844179, 1133018]"
466,467,"[5568378, 1096036, 893018, 1004906, 1071939]"
467,468,"[1080414, 1098066, 893018, 1096036, 1065593]"
468,469,"[1098066, 5569230, 1070820, 840361, 5569471]"
469,470,"[908531, 859075, 995242, 962229, 1002558]"
470,471,"[9526410, 909894, 908531, 826249, 1133018]"
471,472,"[951590, 844179, 1029743, 1110142, 916122]"
472,473,"[995242, 9526410, 923746, 840361, 1029743]"
473,474,"[1053690, 1092026, 8090521, 995242, 1065593]"
474,475,"[908531, 5569230, 1098066, 826249, 951590]"
475,476,"[5569230, 951590, 1106523, 1098066, 840361]"
476,477,"[849843, 908531, 1126899, 883404, 1044078]"
