,user_id,result
219,220,"[5590287, 5584007, 5585735, 5584808, 899682]"
220,221,"[1133018, 849843, 1043751, 883404, 1018740]"
221,222,"[1082185, 999779, 5589247, 901403, 5586076]"
222,223,"[1029743, 879755, 1015247, 859075, 883404]"
223,224,"[1106523, 1089021, 5569230, 883404, 1133018]"
224,225,"[987122, 1029743, 1046789, 911812, 9858947]"
225,226,"[1029743, 932503, 909894, 995242, 933067]"
226,227,"[5585186, 5578494, 5587043, 908531, 5585636]"
227,228,"[1082185, 860776, 5569471, 866227, 890610]"
228,229,"[904360, 833025, 995242, 1127831, 993638]"
229,230,"[1029743, 820560, 883404, 8090532, 5572828]"
230,231,"[1082185, 908531, 933835, 995242, 996156]"
231,232,"[1082185, 995242, 1029743, 949616, 859075]"
232,233,"[994868, 1122568, 12384365, 1131488, 1055283]"
233,234,"[856772, 984715, 923746, 992151, 1082185]"
234,235,"[862732, 983584, 1082185, 1070820, 908531]"
235,236,"[822677, 1126899, 1014948, 972037, 8119157]"
236,237,"[881154, 851241, 914190, 870547, 940980]"
237,238,"[1102416, 1106523, 1082185, 1044078, 868764]"
238,239,"[1133018, 857849, 1082185, 870980, 854852]"
239,240,"[1106523, 883404, 826249, 926905, 938512]"
240,241,"[1028816, 860776, 5569845, 6548453, 14077333]"
241,242,"[1029743, 1082185, 853643, 849843, 904360]"
242,243,"[1126899, 6034857, 1117514, 1135044, 996114]"
243,244,"[1082185, 1133018, 909894, 1070716, 994928]"
244,245,"[981760, 995242, 908531, 12731517, 1023958]"
245,246,"[1070820, 1048472, 862349, 978313, 1030819]"
246,247,"[1082185, 1077555, 1133018, 1056651, 1121360]"
247,248,"[1126899, 1029743, 1082185, 9884484, 946995]"
248,249,"[1053690, 883404, 1029743, 995242, 1098066]"
249,250,"[844165, 1076875, 1056509, 951590, 923967]"
250,251,"[1070820, 1040807, 995242, 5569327, 858478]"
251,252,"[890513, 13115894, 12301073, 9297177, 7440665]"
252,253,"[951590, 1062966, 923746, 1106523, 1133018]"
253,254,"[1106523, 831536, 9573206, 1051069, 8160319]"
254,255,"[5569230, 1115576, 1082212, 1006878, 1029743]"
255,256,"[862349, 913490, 1101706, 873627, 1017195]"
256,257,"[1070015, 1033615, 883404, 1106523, 834833]"
257,258,"[1120741, 995242, 862349, 1082185, 1065593]"
258,259,"[881154, 1087605, 832768, 866227, 8090537]"
259,260,"[1081177, 1028816, 904360, 962229, 981760]"
260,261,"[995242, 5568378, 989101, 1092026, 7167945]"
261,262,"[1058997, 1124971, 1101010, 1082185, 5584027]"
262,263,"[1029743, 995242, 1082185, 904360, 951590]"
263,264,"[1021694, 953134, 865174, 1119051, 12577242]"
264,265,"[8090536, 1010424, 824073, 923746, 870428]"
265,266,"[1126899, 1082185, 1104349, 824305, 5569471]"
266,267,"[935393, 5569098, 844165, 900610, 908213]"
267,268,"[995242, 1110572, 1082185, 868088, 840361]"
268,269,"[1069714, 938596, 1131438, 981760, 962229]"
269,270,"[8090521, 1053690, 826249, 986912, 1065593]"
270,271,"[1124729, 986912, 1085256, 8090532, 7462562]"
271,272,"[1082185, 1029743, 995242, 1106523, 981760]"
272,273,"[1053690, 840601, 834103, 883404, 6534480]"
273,274,"[1106073, 993638, 925258, 12731714, 9926758]"
274,275,"[1106523, 849843, 1082185, 1133018, 1050851]"
275,276,"[1089766, 995242, 847982, 1062966, 1058930]"
276,277,"[942088, 1098066, 1092948, 1029743, 826249]"
277,278,"[1098066, 999971, 995785, 895680, 870515]"
278,279,"[1070015, 1029743, 1082212, 994928, 995242]"
279,280,"[1106523, 12731544, 1082185, 844179, 981760]"
280,281,"[1082185, 1070820, 854852, 862349, 995785]"
281,282,"[904360, 916122, 995785, 923746, 970030]"
282,283,"[1082185, 1127831, 862349, 1070820, 990797]"
283,284,"[1029743, 856772, 819978, 838563, 904360]"
284,285,"[878739, 849843, 995242, 1082185, 981760]"
285,286,"[866211, 1082185, 9526410, 825541, 966684]"
286,287,"[1106523, 981760, 1133018, 952317, 9527290]"
287,288,"[1082185, 904360, 1070820, 1005456, 932179]"
288,289,"[1082185, 5586642, 981760, 5584645, 5588238]"
289,290,"[873964, 962229, 995242, 866950, 1108168]"
290,291,"[1113588, 1012873, 1039589, 1058779, 911311]"
291,292,"[1015247, 1080279, 951590, 8090521, 9396770]"
292,293,"[1034686, 987562, 981760, 824005, 995785]"
293,294,"[1106523, 866227, 908531, 1133018, 873627]"
294,295,"[878996, 10351524, 10285144, 10285141, 5981074]"
295,296,"[1082185, 1029743, 995242, 1106523, 981760]"
296,297,"[1082185, 1075368, 908531, 883404, 844165]"
297,298,"[1110255, 10285144, 7433888, 6552253, 5569327]"
298,299,"[983584, 870780, 1029743, 961620, 945273]"
299,300,"[1106523, 835618, 944534, 962229, 826249]"
300,301,"[1082185, 1015474, 1127831, 5565322, 923849]"
301,302,"[1027168, 941741, 5569327, 10344586, 821344]"
302,303,"[1082185, 995242, 951590, 822225, 854852]"
303,304,"[1029743, 868764, 873627, 1100658, 6979753]"
304,305,"[1139184, 1044089, 885290, 6463727, 995242]"
305,306,"[883404, 1056509, 1050229, 1037863, 1029743]"
306,307,"[916767, 819765, 822677, 1029504, 877447]"
307,308,"[1110572, 1043787, 961620, 963835, 887102]"
308,309,"[1037965, 1082185, 885290, 934172, 1043187]"
309,310,"[1005898, 8118968, 6534035, 6034857, 1135768]"
310,311,"[1106523, 1082185, 878996, 944137, 866211]"
311,312,"[1082185, 961620, 1120592, 1077555, 1059527]"
312,313,"[1082185, 1023720, 9571047, 8014645, 1051434]"
313,314,"[1124674, 1082185, 1107089, 1058997, 981760]"
314,315,"[1085604, 1028816, 948384, 1004906, 1106523]"
315,316,"[1044078, 5592931, 9527161, 1058997, 1081177]"
316,317,"[1029743, 951590, 983584, 1082185, 947316]"
317,318,"[5569230, 962229, 1106523, 1021324, 1133018]"
318,319,"[1106523, 860776, 961554, 904360, 990797]"
319,320,"[930603, 908846, 903325, 959737, 1024306]"
320,321,"[1082185, 1126899, 1058997, 878996, 1056509]"
321,322,"[1082185, 862349, 1040807, 1119051, 923746]"
322,323,"[9527487, 8249432, 1126899, 1088835, 1074524]"
323,324,"[1082185, 1057260, 1070820, 901062, 920002]"
324,325,"[995242, 1029743, 908846, 909894, 922907]"
325,326,"[1137346, 1090931, 8090521, 850102, 870980]"
326,327,"[1098066, 883404, 844179, 860469, 870608]"
327,328,"[1070820, 885290, 821083, 1028816, 9655715]"
328,329,"[901062, 1081189, 1127831, 1095275, 1082185]"
329,330,"[995242, 1031833, 860975, 948232, 13841744]"
330,331,"[983659, 1029743, 1070820, 981760, 844165]"
331,332,"[1082185, 1070820, 1029743, 862349, 1065593]"
332,333,"[983936, 944534, 986912, 857849, 1044078]"
333,334,"[1082185, 826144, 1018670, 847982, 1080414]"
334,335,"[1032549, 1082185, 945652, 1075368, 1018588]"
335,336,"[1106523, 1082185, 923746, 845208, 1041157]"
336,337,"[1092937, 885795, 856772, 988736, 1029743]"
337,338,"[1026118, 1028816, 1082185, 908846, 1051516]"
338,339,"[1106523, 1133018, 1015247, 1082172, 1082185]"
339,340,"[1026346, 995242, 1025611, 1033615, 1054215]"
340,341,"[843304, 995303, 984491, 890455, 837098]"
341,342,"[6464056, 832678, 867648, 970792, 1081177]"
342,343,"[995242, 923746, 1134398, 1092588, 1082185]"
343,344,"[995242, 1062002, 883404, 5588666, 904360]"
344,345,"[6602697, 1082185, 1002558, 855356, 1124507]"
345,346,"[1082185, 1101010, 1037863, 981760, 1029743]"
346,347,"[1110409, 1110632, 916767, 823775, 913785]"
347,348,"[1096036, 899624, 883404, 981760, 903230]"
348,349,"[1126899, 1106523, 1043751, 5569471, 1011300]"
349,350,"[1085604, 834103, 1106523, 860776, 1007195]"
350,351,"[1082185, 951590, 1133018, 894439, 892573]"
351,352,"[966103, 1101956, 1095275, 1082185, 1081177]"
352,353,"[1022254, 1119051, 839656, 979707, 1082185]"
353,354,"[1098066, 951590, 916122, 1050851, 1101010]"
354,355,"[845193, 838186, 826784, 865174, 865891]"
355,356,"[916767, 1049735, 947798, 995242, 1113588]"
356,357,"[1126899, 1082185, 840361, 1122358, 1071277]"
357,358,"[5569230, 1106523, 5568489, 949294, 873627]"
358,359,"[869622, 989075, 962229, 960253, 956609]"
359,360,"[1073150, 903931, 1082185, 830887, 863802]"
360,361,"[1082185, 1056509, 826249, 1044078, 1101010]"
361,362,"[923746, 1127831, 981760, 866227, 919589]"
362,363,"[889649, 944534, 923746, 909894, 881047]"
363,364,"[1106523, 850102, 974108, 844179, 1004906]"
364,365,"[1082185, 1062128, 1132771, 956672, 1023720]"
365,366,"[1092026, 1065593, 1133018, 883404, 1128240]"
366,367,"[1082185, 1058021, 839849, 1070820, 6442594]"
367,368,"[6533936, 1083446, 5568721, 893018, 1056509]"
368,369,"[1033615, 878996, 1038745, 871756, 857074]"
369,370,"[1095275, 1023958, 995242, 866227, 961554]"
370,371,"[1082185, 5590287, 1029743, 961554, 924610]"
371,372,"[831888, 1082185, 1029743, 986394, 1055503]"
372,373,"[947858, 929286, 896862, 831763, 937791]"
373,374,"[879755, 1029743, 1015296, 1108094, 1082185]"
374,375,"[1029743, 1058942, 823758, 914190, 957164]"
375,376,"[1033615, 834833, 1026346, 849843, 1133018]"
376,377,"[1082185, 1126899, 994223, 1029743, 995785]"
377,378,"[1082185, 866227, 8119093, 9526410, 860776]"
378,379,"[1082185, 1029743, 995242, 1106523, 981760]"
379,380,"[951590, 965766, 826249, 854852, 1106523]"
380,381,"[883404, 1075368, 1029743, 995242, 859075]"
381,382,"[985893, 999250, 1139830, 1108131, 822739]"
382,383,"[1082185, 1126899, 1092588, 819840, 874149]"
383,384,"[1082185, 1126899, 8019977, 976998, 960318]"
384,385,"[1057260, 1087102, 883404, 1082185, 1122358]"
385,386,"[1095275, 1133018, 839094, 883404, 1082185]"
386,387,"[1126899, 8090536, 1046756, 1058997, 1009719]"
387,388,"[839849, 1029504, 1031864, 849843, 995242]"
388,389,"[1082185, 1126899, 1127831, 10344585, 1042702]"
389,390,"[951590, 888543, 995242, 1072693, 981760]"
390,391,"[1029743, 962229, 1053530, 826249, 835619]"
391,392,"[1133018, 12263788, 1028473, 6552253, 951412]"
392,393,"[972312, 1029743, 995242, 999971, 961846]"
393,394,"[1029743, 986912, 1082185, 1133018, 1026118]"
394,395,"[1053690, 995242, 962229, 1093030, 1098066]"
395,396,"[834103, 1009449, 1075368, 1061982, 1087102]"
396,397,"[1126899, 1107973, 964594, 931255, 892573]"
397,398,"[1053690, 1092026, 1029743, 995242, 980727]"
398,399,"[5569230, 1133018, 999714, 883932, 849202]"
399,400,"[1029743, 5567702, 1082185, 5566235, 1098066]"
400,401,"[1081189, 895540, 993638, 1124729, 1007191]"
401,402,"[964594, 9189814, 13842214, 13842090, 824005]"
402,403,"[1082185, 854852, 1130375, 863447, 880150]"
403,404,"[1092588, 992986, 888275, 1110142, 905913]"
404,405,"[1039156, 860776, 948670, 834484, 995242]"
405,406,"[1070015, 1082185, 1033142, 1127831, 1020682]"
406,407,"[8090521, 834103, 906262, 965821, 13511457]"
407,408,"[1082185, 1065538, 1029743, 862799, 1034176]"
408,409,"[1082185, 1070820, 862349, 8160319, 1022003]"
409,410,"[909894, 866227, 995242, 1082310, 1044078]"
410,411,"[1106523, 951590, 1098066, 1082185, 5569374]"
411,412,"[849098, 995242, 1082185, 866227, 986912]"
412,413,"[1082185, 986912, 1106523, 970160, 1009449]"
413,414,"[1029743, 1082212, 1014999, 1051211, 940947]"
414,415,"[1090884, 9553288, 9526410, 1077490, 1062572]"
415,416,"[1126899, 1122358, 857849, 1112205, 12263788]"
416,417,"[1082185, 1029743, 883404, 1127831, 995242]"
417,418,"[1029743, 1082185, 12263788, 983316, 1003188]"
418,419,"[1029743, 5569230, 995242, 1082185, 1071759]"
419,420,"[1059902, 900491, 889551, 897954, 1029743]"
420,421,"[981760, 862349, 923746, 1082185, 1058997]"
421,422,"[1029743, 962568, 995242, 882247, 12731447]"
422,423,"[1015474, 1082185, 962568, 1058997, 13876901]"
423,424,"[1082185, 1127831, 833724, 983316, 953180]"
424,425,"[883404, 923746, 843464, 824311, 988572]"
425,426,"[1082185, 899682, 908531, 862349, 1130111]"
426,427,"[1082185, 1029743, 1056651, 989101, 912704]"
427,428,"[882441, 1029743, 1132770, 849843, 995242]"
428,429,"[995242, 1056509, 904422, 1029743, 1048260]"
429,430,"[5569230, 1029743, 908531, 962229, 953476]"
430,431,"[1070820, 1092937, 951590, 5569230, 995242]"
431,432,"[955043, 882441, 1041476, 1015247, 995242]"
432,433,"[1106523, 1089392, 1082185, 951590, 1056651]"
433,434,"[1039781, 845109, 1081189, 934639, 1046587]"
434,435,"[1053690, 5569230, 5569471, 832288, 8090521]"
435,436,"[847982, 1029743, 934399, 1106523, 5569845]"
436,437,"[1082185, 995242, 1101010, 962229, 893018]"
437,438,"[1070820, 9881593, 951590, 873902, 1014802]"
438,439,"[1037840, 1033142, 904360, 1020581, 935393]"
439,440,"[1082185, 1029743, 995242, 1106523, 981760]"
440,441,"[1038985, 1082185, 1124971, 933835, 961554]"
441,442,"[1082185, 879755, 878234, 1085604, 7167853]"
442,443,"[8011397, 982393, 981760, 1057260, 6533362]"
443,444,"[1106523, 883404, 1138189, 1015247, 923746]"
444,445,"[1126899, 908531, 8090521, 1032950, 1137346]"
445,446,"[954966, 979057, 13213121, 6463727, 1136719]"
446,447,"[1057260, 995242, 1029743, 937626, 926905]"
447,448,"[6463717, 1138443, 965842, 1126899, 1122358]"
448,449,"[1048462, 1029743, 1053690, 1078763, 995876]"
449,450,"[1038217, 912146, 998206, 995242, 9189814]"
450,451,"[1082185, 1109014, 1026118, 1044078, 962229]"
451,452,"[935284, 1044078, 1096036, 995785, 1005609]"
452,453,"[1082185, 975155, 824005, 857849, 866211]"
453,454,"[904360, 995242, 1029743, 5569230, 1023958]"
454,455,"[6533362, 942525, 1067749, 1121384, 5569230]"
455,456,"[5569845, 8090536, 862349, 883404, 1108094]"
456,457,"[1029743, 883404, 995242, 5592931, 1132770]"
457,458,"[849843, 1023958, 1058997, 904360, 910439]"
458,459,"[972312, 1077555, 1039682, 13007846, 885290]"
459,460,"[1082185, 993466, 935342, 1081177, 840361]"
460,461,"[1029743, 995242, 916122, 1019744, 1045220]"
461,462,"[995242, 908531, 1024306, 1082185, 904360]"
462,463,"[1051516, 857006, 1106523, 1070015, 1046689]"
463,464,"[995242, 1082185, 856772, 923746, 841266]"
464,465,"[1044078, 1071939, 1089766, 5568378, 1037894]"
465,466,"[1068719, 999858, 1096036, 1090732, 1085604]"
466,467,"[1106523, 1082185, 834484, 849843, 848071]"
467,468,"[1026346, 8119303, 1033615, 1095700, 883404]"
